ts_real,ts_ms,gsr_conductance_uS,gsr_resistance_ohm,gsr_voltage_V,airflow_voltage_V,ecg_voltage_V
18:47:24.823,20,0.0000,0.00,0.0000,0.1075,0.0587
18:47:24.823,40,0.0000,0.00,0.0000,0.0733,0.1271
18:47:24.823,60,0.0000,0.00,0.0000,0.0831,0.2053
18:47:24.823,80,0.0000,0.00,0.0000,0.0880,0.1515
18:47:24.823,100,0.0000,0.00,0.0000,0.0782,0.0978
18:47:24.823,120,0.0000,0.00,0.0000,0.0635,0.0587
18:47:24.823,140,0.0000,0.00,0.0000,0.0929,0.1271
18:47:24.823,160,0.0000,0.00,0.0000,0.0831,0.2151
18:47:24.823,180,0.0000,0.00,0.0000,0.0733,0.1662
18:47:24.823,200,0.0000,0.00,0.0000,0.0733,0.0880
18:47:24.823,220,0.0000,0.00,0.0000,0.0733,0.0587
18:47:24.823,240,0.0000,0.00,0.0000,0.0538,0.1369
18:47:24.823,260,0.0000,0.00,0.0000,0.0880,0.2053
18:47:24.823,280,0.0000,0.00,0.0000,0.1026,0.1564
18:47:24.823,300,0.0000,0.00,0.0000,0.0880,0.0978
18:47:24.823,320,0.0000,0.00,0.0000,0.0733,0.0587
18:47:24.823,340,0.0000,0.00,0.0000,0.0684,0.1515
18:47:24.823,360,0.0000,0.00,0.0000,0.0635,0.2102
18:47:24.823,380,0.0000,0.00,0.0000,0.0831,0.1466
18:47:24.823,400,0.0000,0.00,0.0000,0.0929,0.0929
18:47:24.823,420,0.0000,0.00,0.0000,0.0831,0.0635
18:47:24.823,440,0.0000,0.00,0.0000,0.0831,0.1320
18:47:24.823,460,0.0000,0.00,0.0000,0.0733,0.2102
18:47:24.823,480,0.0000,0.00,0.0000,0.0929,0.1613
18:47:24.823,500,0.0000,0.00,0.0000,0.0782,0.0880
18:47:24.838,520,0.0000,0.00,0.0000,0.0782,0.0587
18:47:24.844,540,0.0000,0.00,0.0000,0.0929,0.1466
18:47:24.874,560,0.0000,0.00,0.0000,0.0880,0.2151
18:47:24.890,580,0.0000,0.00,0.0000,0.1075,0.1515
18:47:24.906,600,0.0000,0.00,0.0000,0.0635,0.0978
18:47:24.923,620,0.0000,0.00,0.0000,0.0831,0.0635
18:47:24.940,640,0.0000,0.00,0.0000,0.1075,0.1271
