timestamp_real,tiempo_s,gsr_uS,ecg_V,airflow_raw
2026-04-05 23:14:43.833,0.020,-1.0000,0.425220,138
2026-04-05 23:14:43.849,0.040,-1.0000,0.259042,99
2026-04-05 23:14:43.858,0.060,-1.0000,0.219941,83
2026-04-05 23:14:43.860,0.080,-1.0000,0.224829,81
2026-04-05 23:14:43.875,0.100,-1.0000,0.210166,73
2026-04-05 23:14:43.891,0.120,-1.0000,0.166178,59
2026-04-05 23:14:43.901,0.140,-1.0000,0.112414,44
2026-04-05 23:14:43.902,0.160,-1.0000,0.131965,47
2026-04-05 23:14:43.908,0.180,-1.0000,0.171065,55
2026-04-05 23:14:43.912,0.200,-1.0000,0.180841,55
2026-04-05 23:14:43.918,0.220,-1.0000,0.146628,48
2026-04-05 23:14:43.928,0.240,-1.0000,0.097752,37
2026-04-05 23:14:43.929,0.260,-1.0000,0.117302,41
2026-04-05 23:14:43.929,0.280,-1.0000,0.161290,52
2026-04-05 23:14:43.929,0.300,-1.0000,0.171065,54
2026-04-05 23:14:43.931,0.320,-1.0000,0.136852,45
2026-04-05 23:14:43.931,0.340,-1.0000,0.092864,35
2026-04-05 23:14:43.931,0.360,-1.0000,0.117302,40
2026-04-05 23:14:43.932,0.380,-1.0000,0.171065,53
2026-04-05 23:14:43.932,0.400,-1.0000,0.171065,51
2026-04-05 23:14:43.932,0.420,-1.0000,0.136852,43
2026-04-05 23:14:43.934,0.440,-1.0000,0.102639,35
2026-04-05 23:14:43.934,0.460,-1.0000,0.127077,41
2026-04-05 23:14:43.934,0.480,-1.0000,0.161290,51
2026-04-05 23:14:43.934,0.500,-1.0000,0.166178,48
2026-04-05 23:14:43.936,0.520,-1.0000,0.136852,43
2026-04-05 23:14:43.936,0.540,-1.0000,0.083089,34
2026-04-05 23:14:43.936,0.560,-1.0000,0.117302,39
2026-04-05 23:14:43.936,0.580,-1.0000,0.166178,52
2026-04-05 23:14:43.936,0.600,-1.0000,0.166178,51
2026-04-05 23:14:43.936,0.620,-1.0000,0.131965,43
2026-04-05 23:14:43.939,0.640,-1.0000,0.092864,34
2026-04-05 23:14:43.939,0.660,-1.0000,0.117302,40
2026-04-05 23:14:43.939,0.680,-1.0000,0.166178,52
2026-04-05 23:14:43.941,0.700,-1.0000,0.156403,49
2026-04-05 23:14:43.968,0.720,-1.0000,0.117302,39
2026-04-05 23:14:43.989,0.740,-1.0000,0.092864,33
2026-04-05 23:14:44.003,0.760,-1.0000,0.127077,39
2026-04-05 23:14:44.019,0.780,-1.0000,0.171065,50
2026-04-05 23:14:44.052,0.800,-1.0000,0.156403,49
2026-04-05 23:14:44.063,0.820,-1.0000,0.127077,42
2026-04-05 23:14:44.080,0.840,-1.0000,0.092864,34
2026-04-05 23:14:44.114,0.860,-1.0000,0.117302,39
2026-04-05 23:14:44.124,0.880,-1.0000,0.171065,52
2026-04-05 23:14:44.154,0.900,-1.0000,0.151515,50
2026-04-05 23:14:44.170,0.920,-1.0000,0.122190,39
2026-04-05 23:14:44.190,0.940,-1.0000,0.083089,33
2026-04-05 23:14:44.203,0.960,-1.0000,0.117302,40
2026-04-05 23:14:44.240,0.980,-1.0000,0.171065,52
2026-04-05 23:14:44.260,1.000,-1.0000,0.151515,49
2026-04-05 23:14:44.260,1.020,-1.0000,0.112414,35
2026-04-05 23:14:44.295,1.040,-1.0000,0.092864,33
2026-04-05 23:14:44.312,1.060,-1.0000,0.127077,41
2026-04-05 23:14:44.328,1.080,-1.0000,0.166178,50
2026-04-05 23:14:44.342,1.100,-1.0000,0.151515,46
2026-04-05 23:14:44.381,1.120,-1.0000,0.117302,39
2026-04-05 23:14:44.402,1.140,-1.0000,0.092864,34
2026-04-05 23:14:44.406,1.160,-1.0000,0.122190,39
2026-04-05 23:14:44.433,1.180,-1.0000,0.175953,52
2026-04-05 23:14:44.442,1.200,-1.0000,0.156403,48
2026-04-05 23:14:44.478,1.220,-1.0000,0.117302,35
2026-04-05 23:14:44.484,1.240,-1.0000,0.087977,32
2026-04-05 23:14:44.501,1.260,-1.0000,0.127077,41
2026-04-05 23:14:44.533,1.280,-1.0000,0.166178,51
2026-04-05 23:14:44.552,1.300,-1.0000,0.151515,48
