ts_real,ts_ms,gsr_conductance_uS,gsr_resistance_ohm,gsr_voltage_V,airflow_voltage_V,ecg_voltage_V
20:12:44.171,20,0.0000,0.00,0.0000,0.0000,0.0000
20:12:44.174,40,0.0000,0.00,0.0000,0.0000,0.0000
20:12:44.174,60,0.0000,0.00,0.0000,0.0000,0.0000
20:12:44.190,80,0.0000,0.00,0.0000,0.0000,0.0000
20:12:44.208,100,0.0000,0.00,0.0000,0.0000,0.0000
20:12:44.217,120,0.0000,0.00,0.0000,0.0000,0.0000
20:12:44.229,140,0.0000,0.00,0.0000,0.0000,0.0000
20:12:44.249,160,0.0000,0.00,0.0000,0.0000,0.0000
20:12:44.252,180,0.0000,0.00,0.0000,0.0000,0.0000
20:12:44.265,200,0.0000,0.00,0.0000,0.0000,0.0000
20:12:44.287,220,0.0000,0.00,0.0000,0.0000,0.0000
20:12:44.287,240,0.0000,0.00,0.0000,0.0000,0.0000
20:12:44.293,260,0.0000,0.00,0.0000,0.0000,0.0000
20:12:44.299,280,0.0000,0.00,0.0000,0.0000,0.0000
20:12:44.305,300,0.0000,0.00,0.0000,0.0000,0.0000
20:12:44.308,320,0.0000,0.00,0.0000,0.0000,0.0000
20:12:44.313,340,0.0000,0.00,0.0000,0.0000,0.0000
20:12:44.316,360,0.0000,0.00,0.0000,0.0000,0.0000
20:12:44.316,380,0.0000,0.00,0.0000,0.0000,0.0000
20:12:44.316,400,0.0000,0.00,0.0000,0.0000,0.0000
20:12:44.318,420,0.0000,0.00,0.0000,0.0000,0.0000
20:12:44.318,440,0.0000,0.00,0.0000,0.0000,0.0000
20:12:44.318,460,0.0000,0.00,0.0000,0.0000,0.0000
20:12:44.318,480,0.0000,0.00,0.0000,0.0000,0.0000
20:12:44.318,500,0.0000,0.00,0.0000,0.0000,0.0000
20:12:44.318,520,0.0000,0.00,0.0000,0.0000,0.0000
20:12:44.318,540,0.0000,0.00,0.0000,0.0000,0.0000
20:12:44.318,560,0.0000,0.00,0.0000,0.0000,0.0000
20:12:44.318,580,0.0000,0.00,0.0000,0.0000,0.0000
20:12:44.318,600,0.0000,0.00,0.0000,0.0000,0.0000
20:12:44.318,620,0.0000,0.00,0.0000,0.0000,0.0000
20:12:44.326,640,0.0000,0.00,0.0000,0.0000,0.0000
20:12:44.326,660,0.0000,0.00,0.0000,0.0000,0.0000
20:12:44.328,680,0.0000,0.00,0.0000,0.0000,0.0000
20:12:44.328,700,0.0000,0.00,0.0000,0.0000,0.0000
20:12:44.330,720,0.0000,0.00,0.0000,0.0000,0.0000
20:12:44.336,740,0.0000,0.00,0.0000,0.0000,0.0000
20:12:44.384,760,0.0000,0.00,0.0000,0.0000,0.0000
20:12:44.390,780,0.0000,0.00,0.0000,0.0000,0.0000
20:12:44.425,800,0.0000,0.00,0.0000,0.0000,0.0000
20:12:44.435,820,0.0000,0.00,0.0000,0.0000,0.0000
20:12:44.451,840,0.0000,0.00,0.0000,0.0000,0.0000
20:12:44.466,860,0.0000,0.00,0.0000,0.0000,0.0000
20:12:44.478,880,0.0000,0.00,0.0000,0.0000,0.0000
20:12:44.496,900,0.0000,0.00,0.0000,0.0000,0.0000
20:12:44.532,920,0.0000,0.00,0.0000,0.0000,0.0000
20:12:44.543,940,0.0000,0.00,0.0000,0.0000,0.0000
20:12:44.568,960,0.0000,0.00,0.0000,0.0000,0.0000
20:12:44.590,980,0.0000,0.00,0.0000,0.0000,0.0000
