timestamp_real,tiempo_s,gsr_uS,ecg_V,airflow_raw
2026-04-05 23:14:32.095,0.020,-1.0000,0.444770,146
2026-04-05 23:14:32.111,0.040,-1.0000,0.293255,109
2026-04-05 23:14:32.130,0.060,-1.0000,0.190616,78
2026-04-05 23:14:32.134,0.080,-1.0000,0.180841,68
2026-04-05 23:14:32.134,0.100,-1.0000,0.185728,67
2026-04-05 23:14:32.150,0.120,-1.0000,0.205279,66
2026-04-05 23:14:32.162,0.140,-1.0000,0.171065,56
2026-04-05 23:14:32.170,0.160,-1.0000,0.112414,43
2026-04-05 23:14:32.172,0.180,-1.0000,0.127077,43
2026-04-05 23:14:32.175,0.200,-1.0000,0.171065,53
2026-04-05 23:14:32.180,0.220,-1.0000,0.180841,56
2026-04-05 23:14:32.189,0.240,-1.0000,0.146628,50
2026-04-05 23:14:32.189,0.260,-1.0000,0.102639,37
2026-04-05 23:14:32.190,0.280,-1.0000,0.117302,40
2026-04-05 23:14:32.191,0.300,-1.0000,0.146628,47
2026-04-05 23:14:32.191,0.320,-1.0000,0.180841,54
2026-04-05 23:14:32.191,0.340,-1.0000,0.156403,47
2026-04-05 23:14:32.192,0.360,-1.0000,0.107527,37
2026-04-05 23:14:32.192,0.380,-1.0000,0.122190,41
2026-04-05 23:14:32.193,0.400,-1.0000,0.161290,49
2026-04-05 23:14:32.193,0.420,-1.0000,0.171065,53
2026-04-05 23:14:32.195,0.440,-1.0000,0.131965,46
2026-04-05 23:14:32.195,0.460,-1.0000,0.097752,34
2026-04-05 23:14:32.195,0.480,-1.0000,0.112414,38
2026-04-05 23:14:32.195,0.500,-1.0000,0.166178,50
2026-04-05 23:14:32.195,0.520,-1.0000,0.175953,53
2026-04-05 23:14:32.195,0.540,-1.0000,0.146628,47
2026-04-05 23:14:32.195,0.560,-1.0000,0.097752,36
2026-04-05 23:14:32.195,0.580,-1.0000,0.117302,39
2026-04-05 23:14:32.195,0.600,-1.0000,0.146628,47
2026-04-05 23:14:32.195,0.620,-1.0000,0.175953,52
2026-04-05 23:14:32.195,0.640,-1.0000,0.136852,45
2026-04-05 23:14:32.195,0.660,-1.0000,0.092864,34
2026-04-05 23:14:32.202,0.680,-1.0000,0.117302,39
2026-04-05 23:14:32.204,0.700,-1.0000,0.141740,48
2026-04-05 23:14:32.247,0.720,-1.0000,0.166178,49
2026-04-05 23:14:32.247,0.740,-1.0000,0.151515,45
2026-04-05 23:14:32.274,0.760,-1.0000,0.092864,35
2026-04-05 23:14:32.283,0.780,-1.0000,0.102639,38
2026-04-05 23:14:32.314,0.800,-1.0000,0.156403,50
2026-04-05 23:14:32.324,0.820,-1.0000,0.166178,52
2026-04-05 23:14:32.345,0.840,-1.0000,0.136852,44
2026-04-05 23:14:32.368,0.860,-1.0000,0.092864,33
2026-04-05 23:14:32.387,0.880,-1.0000,0.112414,38
2026-04-05 23:14:32.416,0.900,-1.0000,0.146628,47
2026-04-05 23:14:32.446,0.920,-1.0000,0.166178,50
2026-04-05 23:14:32.449,0.940,-1.0000,0.131965,44
2026-04-05 23:14:32.462,0.960,-1.0000,0.087977,33
