ts_real,ts_ms,gsr_conductance_uS,gsr_resistance_ohm,gsr_voltage_V,airflow_voltage_V,ecg_voltage_V
18:05:33.668,20,0.0000,0.00,0.0000,0.0000,0.0000
18:05:33.668,40,0.0000,0.00,0.0000,0.0000,0.0000
18:05:33.681,60,0.0000,0.00,0.0000,0.0000,0.0000
18:05:33.681,80,0.0000,0.00,0.0000,0.0000,0.0000
18:05:33.681,100,0.0000,0.00,0.0000,0.0000,0.0000
18:05:33.681,120,0.0000,0.00,0.0000,0.0000,0.0000
18:05:33.681,140,0.0000,0.00,0.0000,0.0000,0.0000
18:05:33.681,160,0.0000,0.00,0.0000,0.0000,0.0000
18:05:33.681,180,0.0000,0.00,0.0000,0.0000,0.0000
18:05:33.681,200,0.0000,0.00,0.0000,0.0000,0.0000
18:05:33.698,220,0.0000,0.00,0.0000,0.0000,0.0000
18:05:33.698,240,0.0000,0.00,0.0000,0.0000,0.0000
18:05:33.699,260,0.0000,0.00,0.0000,0.0000,0.0000
18:05:33.699,280,0.0000,0.00,0.0000,0.0000,0.0000
18:05:33.699,300,0.0000,0.00,0.0000,0.0000,0.0000
18:05:33.703,320,0.0000,0.00,0.0000,0.0000,0.0000
18:05:33.722,340,0.0000,0.00,0.0000,0.0000,0.0000
18:05:33.749,360,0.0000,0.00,0.0000,0.0000,0.0000
18:05:33.754,380,0.0000,0.00,0.0000,0.0000,0.0000
18:05:33.761,400,0.0000,0.00,0.0000,0.0000,0.0000
18:05:33.779,420,0.0000,0.00,0.0000,0.0000,0.0000
18:05:33.795,440,0.0000,0.00,0.0000,0.0000,0.0000
18:05:33.809,460,0.0000,0.00,0.0000,0.0000,0.0000
18:05:33.828,480,0.0000,0.00,0.0000,0.0000,0.0000
18:05:33.834,500,0.0000,0.00,0.0000,0.0000,0.0000
18:05:33.836,520,0.0000,0.00,0.0000,0.0000,0.0000
18:05:33.843,540,0.0000,0.00,0.0000,0.0000,0.0000
18:05:33.845,560,0.0000,0.00,0.0000,0.0000,0.0000
18:05:33.852,580,0.0000,0.00,0.0000,0.0000,0.0000
18:05:33.857,600,0.0000,0.00,0.0000,0.0000,0.0000
18:05:33.857,620,0.0000,0.00,0.0000,0.0000,0.0000
18:05:33.857,640,0.0000,0.00,0.0000,0.0000,0.0000
18:05:33.859,660,0.0000,0.00,0.0000,0.0000,0.0000
18:05:33.862,680,0.0000,0.00,0.0000,0.0000,0.0000
18:05:33.907,700,0.0000,0.00,0.0000,0.0000,0.0000
18:05:33.924,720,0.0000,0.00,0.0000,0.0000,0.0000
18:05:33.942,740,0.0000,0.00,0.0000,0.0000,0.0000
18:05:33.969,760,0.0000,0.00,0.0000,0.0000,0.0000
18:05:33.978,780,0.0000,0.00,0.0000,0.0000,0.0000
18:05:33.991,800,0.0000,0.00,0.0000,0.0000,0.0000
18:05:34.007,820,0.0000,0.00,0.0000,0.0000,0.0000
18:05:34.048,840,0.0000,0.00,0.0000,0.0000,0.0000
18:05:34.053,860,0.0000,0.00,0.0000,0.0000,0.0000
18:05:34.083,880,0.0000,0.00,0.0000,0.0000,0.0000
18:05:34.106,900,0.0000,0.00,0.0000,0.0000,0.0000
18:05:34.116,920,0.0000,0.00,0.0000,0.0000,0.0000
18:05:34.128,940,0.0000,0.00,0.0000,0.0000,0.0000
18:05:34.165,960,0.0000,0.00,0.0000,0.0000,0.0000
18:05:34.187,980,0.0000,0.00,0.0000,0.0000,0.0000
18:05:34.189,1000,0.0000,0.00,0.0000,0.0000,0.0000
18:05:34.224,1020,0.0000,0.00,0.0000,0.0000,0.0000
18:05:34.232,1040,0.0000,0.00,0.0000,0.0000,0.0000
18:05:34.268,1060,0.0000,0.00,0.0000,0.0000,0.0000
18:05:34.272,1080,0.0000,0.00,0.0000,0.0000,0.0000
18:05:34.290,1100,0.0000,0.00,0.0000,0.0000,0.0000
