ts_real,ts_ms,gsr_conductance_uS,gsr_resistance_ohm,gsr_voltage_V,airflow_voltage_V,ecg_voltage_V
18:28:24.806,20,0.0000,0.00,0.0000,0.1271,0.0000
18:28:24.815,40,0.0000,0.00,0.0000,0.1515,0.0000
18:28:24.819,60,0.0000,0.00,0.0000,0.1417,0.0000
18:28:24.819,80,0.0000,0.00,0.0000,0.1417,0.0000
18:28:24.821,100,0.0000,0.00,0.0000,0.1124,0.0000
18:28:24.822,120,0.0000,0.00,0.0000,0.1222,0.0000
18:28:24.824,140,0.0000,0.00,0.0000,0.1466,0.0000
18:28:24.850,160,0.0000,0.00,0.0000,0.1564,0.0000
18:28:24.870,180,0.0000,0.00,0.0000,0.0929,0.0000
18:28:24.875,200,0.0000,0.00,0.0000,0.1320,0.0000
18:28:24.884,220,0.0000,0.00,0.0000,0.1564,0.0000
18:28:24.884,240,0.0000,0.00,0.0000,0.1613,0.0000
18:28:24.891,260,0.0000,0.00,0.0000,0.1515,0.0000
18:28:24.892,280,0.0000,0.00,0.0000,0.1515,0.0000
18:28:24.892,300,0.0000,0.00,0.0000,0.1564,0.0000
18:28:24.894,320,0.0000,0.00,0.0000,0.1173,0.0000
18:28:24.894,340,0.0000,0.00,0.0000,0.1515,0.0000
18:28:24.896,360,0.0000,0.00,0.0000,0.1613,0.0000
18:28:24.897,380,0.0000,0.00,0.0000,0.1320,0.0000
18:28:24.899,400,0.0000,0.00,0.0000,0.1466,0.0000
18:28:24.899,420,0.0000,0.00,0.0000,0.1613,0.0000
18:28:24.899,440,0.0000,0.00,0.0000,0.1173,0.0000
18:28:24.899,460,0.0000,0.00,0.0000,0.1662,0.0000
18:28:24.899,480,0.0000,0.00,0.0000,0.1515,0.0000
18:28:24.899,500,0.0000,0.00,0.0000,0.1515,0.0000
18:28:24.899,520,0.0000,0.00,0.0000,0.1271,0.0000
18:28:24.899,540,0.0000,0.00,0.0000,0.1613,0.0000
18:28:24.899,560,0.0000,0.00,0.0000,0.1271,0.0000
18:28:24.899,580,0.0000,0.00,0.0000,0.1369,0.0000
